,id,Global_mut,Global_wt,LengthDiff,ScoreLocal_WT,ScoreLocal_mut,ScoreLocal_clean,TrueLabel
129,511,104.80271457508206,103.98912381380796,-1,103.98912381380796,103.86998407915235,0.0,likely benign
130,512,104.02437647152692,103.98912381380796,-1,103.98912381380796,103.20453902054578,0.783666729927063,likely benign
131,513,95.8723710924387,103.98912381380796,8,96.00614690035582,95.8723710924387,0.0,likely benign
132,514,103.81182072055526,103.98912381380796,0,103.98912381380796,103.81182072055526,0.2685612738132477,likely benign
133,515,85.04115480836481,88.79378004558384,4,84.81920023448765,85.04115480836481,0.0846728086471557,likely benign
134,516,417.4973436073633,419.2396541726776,1,418.24813150288537,417.4973436073633,0.9554817598545927,Pathogenic
135,517,416.1972946965834,419.2396541726776,1,418.2784805786796,416.1972946965834,2.2326339540304616,Likely pathogenic
136,518,80.52331961411983,81.46286983508617,1,80.46370620746166,80.52331961411983,-0.08125826716423029,likely benign
137,519,80.56775135267526,91.82353506796062,13,79.53966994397342,80.56775135267526,-0.5614755898714066,likely benign
138,520,90.92206306103616,91.82353506796062,1,90.91501121036708,90.92206306103617,0.0809356272220611,likely benign
139,521,88.26408286672086,91.82353506796062,3,88.83477119915187,88.26408286672086,0.7583925724029541,likely benign
140,538,116.56574667990208,117.253790512681,-2,117.25379051268101,114.67732252180576,2.6869340240955353,Pathogenic
141,539,307.56589567627816,310.673952774363,1,309.67530788596196,307.56589567627816,2.665622066706419,Pathogenic
142,540,141.9493164792657,154.0129837319255,8,146.73916070908308,141.9493164792657,4.8211221396923065,likely benign
143,547,322.85103307664394,321.649283984676,-1,321.649283984676,321.9320895522833,-1.0820031315088272,Pathogenic
144,548,317.8775763249141,321.649283984676,1,320.7478156480938,317.8775763249141,2.8934714274364524,Pathogenic
145,549,316.22164133377373,321.649283984676,1,320.726380744949,316.22164133377373,4.493058316409588,Pathogenic
146,550,317.4128457158804,321.649283984676,1,320.94014815427363,317.4128457158804,3.3546351939439774,Pathogenic
147,551,317.93580134399235,321.649283984676,2,319.9151097331196,317.93580134399235,1.9489911496639252,Pathogenic
148,552,317.1830061227083,318.7213133983314,1,317.73265163227916,317.1830061227083,0.2483540177345276,likely benign
149,553,317.7849848903716,318.7213133983314,1,318.05675045773387,317.78498489037156,0.14833742380142234,likely benign
150,554,317.93414490669966,318.7213133983314,1,317.77924291417,317.93414490669966,-0.0944562554359436,likely benign
151,555,317.0302124917507,318.7213133983314,2,316.75899402424693,317.0302124917507,-0.05020347237586972,likely benign
152,556,357.5196893271059,356.4522975916043,-2,356.4522975916043,355.89938653074205,0.513667866587639,Benign
153,559,131.67764297686517,141.7816451601684,3,138.79201863333583,131.67764297686517,6.937151623889805,Pathogenic
154,562,126.66565260663629,128.82508024200797,3,127.01246508583426,126.66565260663629,0.0,Pathogenic
155,566,181.1569048348283,188.24946808815,1,187.43233853578568,181.1569048348283,6.405192081310815,Pathogenic
156,567,180.67074896971465,188.24946808815,1,187.25374674797058,180.67074896971462,6.675814980466384,Pathogenic
157,568,184.17703462950885,188.24946808815,-1,188.24946808815002,184.15056244283915,3.8781590610742573,Likely pathogenic
158,569,185.76939150318503,188.24946808815,2,186.43933737277985,185.76939150318503,0.3314451873302459,Likely pathogenic
159,570,176.20295400545,188.24946808815,4,184.57949781417847,176.20295400545,8.005044966936111,Pathogenic
160,573,371.8986025396735,376.8151493612677,1,375.83080851472914,371.89860253967345,4.097529113292694,Likely pathogenic
161,580,364.3698720363318,366.120785342704,1,365.18929647112964,364.3698720363318,0.6471863985061643,Pathogenic
162,588,388.44557397346944,389.8119034115225,1,388.94144242443144,388.44557397346944,0.35512909293174744,likely benign
163,603,258.03835722082295,263.75538785615936,1,262.7561284438707,258.03835722082295,4.1335441917181015,Pathogenic/Likely pathogenic
164,613,204.70315744820985,200.1544412793592,-5,200.15444127935916,199.86297877971083,0.2853610515594483,likely benign
165,614,204.17213312909007,200.1544412793592,-4,200.15444127935916,200.50461886450648,-0.4229130148887633,Benign
166,615,205.1818673722446,200.1544412793592,-5,200.15444127935916,200.50260455533862,-0.34857696294784535,likely benign
167,616,206.2300533624366,200.1544412793592,-6,200.15444127935916,200.5364730330184,-0.2858216762542724,likely benign
168,617,207.32162637170404,200.1544412793592,-7,200.15444127935916,200.62420923169702,-0.28290614485740667,Benign
169,618,198.03342945501208,200.1544412793592,2,198.52072392124683,198.03342945501208,0.35024380683898937,likely benign
170,619,197.04334723204371,200.1544412793592,3,197.53363202232867,197.04334723204374,0.3441367745399475,likely benign
171,620,199.09807637054476,200.1544412793592,1,199.49743090290576,199.09807637054473,0.33180731534957886,likely benign
172,629,257.67198457208,262.82158221356804,-1,262.82158221356804,256.67264338221867,5.260707404580899,Pathogenic
173,630,257.95016182004474,262.82158221356804,-1,262.82158221356804,257.2269863539841,5.3014083951711655,Likely pathogenic
174,631,276.6206122972071,262.82158221356804,-16,262.82158221356804,262.4333232976496,-0.22510742204030998,Pathogenic
175,632,258.18122145778034,262.82158221356804,6,257.9737107908004,258.18122145778034,-0.2591553479433061,Pathogenic
176,634,346.99911554157734,356.6122420153115,5,351.6591041407082,346.99911554157734,4.32739974767901,Pathogenic
177,635,108.476273830398,112.20721655106172,4,108.28108852123842,108.47627383039799,-0.003516659140586742,likely benign
178,642,347.9585665250197,345.17528027575463,-3,345.17528027575463,344.97895059827715,0.0,Benign
179,650,170.21739867329595,169.43073058128357,-1,169.43073058128357,169.5767664015293,0.0,likely benign
180,652,303.9117818046361,309.8184117861092,7,304.88848097994924,303.9117818046361,0.540887862443924,Pathogenic
181,654,47.44216647744179,48.01834362745285,1,47.45731383562088,47.44216647744179,-0.2139391899108887,likely benign
182,668,344.0626808363013,350.7413815767504,4,347.4279009611346,344.0626808363013,2.259998396039009,Pathogenic
183,669,313.2733901962638,327.5717819114216,4,323.6059193392284,313.2733901962638,10.01972496509552,Likely pathogenic
184,670,317.22773926344234,327.5717819114216,1,326.57756767468527,317.22773926344234,8.729744191630743,Pathogenic
185,673,325.8980843885802,332.6572700662073,1,331.65994959301315,325.8980843885802,4.950585201382637,Pathogenic
186,680,171.7570690982975,172.56727161840536,1,171.62274387315847,171.7570690982975,0.0,Likely benign
187,681,298.3408362288028,288.7333338079043,-10,288.7333338079043,288.40292614884675,0.15386089682579038,Pathogenic
188,682,298.3408362288028,288.7333338079043,-10,288.7333338079043,288.40292614884675,0.15386089682579038,Pathogenic
189,683,298.3408362288028,288.7333338079043,-10,288.7333338079043,288.40292614884675,0.15386089682579038,Pathogenic
190,684,298.3408362288028,288.7333338079043,-10,288.7333338079043,288.40292614884675,0.15386089682579038,Pathogenic
191,685,286.0732906199992,288.7333338079043,1,288.15969048114493,286.07329061999917,1.6389252245426178,Likely pathogenic
192,686,284.6209638877772,288.7333338079043,-3,288.7333338079043,282.6105003519915,5.523714676499367,Pathogenic/Likely pathogenic
193,688,331.9832347407937,329.91891074180603,-3,329.91891074180603,330.0382648482919,-0.24489110708236694,Pathogenic
194,691,193.10951112722975,197.7284206431359,1,196.79685273580253,193.10951112722978,3.0386954830028117,Pathogenic
195,710,260.0974730141461,258.0102671296336,-2,258.0102671296336,258.1470451839268,-0.12285329401493084,Benign
196,712,210.38118564151227,211.86395830847323,1,210.89297742582858,210.38118564151227,0.7300733327865602,Likely benign
197,754,85.12345368112437,88.77336992346682,1,87.79980017268099,85.12345368112437,2.4767804369330406,Likely pathogenic
198,755,304.37345150113106,296.5242241546512,-8,296.52422415465117,296.41703340411186,0.06589168310165405,likely benign
199,761,372.49237344414,375.24967807903886,1,374.25094640627503,372.49237344413996,1.7196859940886497,Likely pathogenic
200,791,250.00904624263055,245.32742001785664,-5,245.32742001785664,245.06749098101864,0.10098680853843689,Pathogenic
201,792,250.00904624263055,245.32742001785664,-5,245.32742001785664,245.06749098101864,0.10098680853843689,Pathogenic
202,793,242.36734361900017,245.32742001785664,3,242.3628053285065,242.36734361900017,0.014294683933258057,Likely benign
203,794,240.3346925880178,245.32742001785664,5,240.36669435276417,240.3346925880178,0.03165537118911743,Benign/Likely benign
204,795,251.935722007358,245.32742001785664,-7,245.32742001785664,245.00871206721058,0.045209705829620306,Pathogenic
205,796,257.5269435758819,245.32742001785664,-13,245.32742001785664,244.62582380726235,0.14962331950664517,Pathogenic
206,797,238.14455947710667,245.32742001785664,7,238.37061526550679,238.14455947710667,0.09149262309074402,Benign/Likely benign
207,798,231.993610771955,245.32742001785664,13,232.3815918780747,231.993610771955,0.27942179888486857,Benign/Likely benign
208,799,235.92770063894568,245.32742001785664,9,236.37431140913395,235.92770063894568,0.3047369718551636,Likely benign
209,800,250.00904624263055,245.32742001785664,-5,245.32742001785664,245.06749098101864,0.10098680853843689,Pathogenic
210,801,240.3346925880178,245.32742001785664,5,240.36669435276417,240.3346925880178,0.03165537118911743,Likely benign
211,802,235.92770063894568,245.32742001785664,9,236.37431140913395,235.92770063894568,0.3047369718551636,Likely benign
212,803,233.93935790396063,245.32742001785664,11,234.3780892707291,233.93935790396063,0.23525863885879517,Likely benign
213,804,244.3113819488208,245.32742001785664,1,244.3546505786362,244.31138194882078,0.0,Likely benign
214,805,235.92770063894568,245.32742001785664,9,236.37431140913395,235.92770063894568,0.3047369718551636,Likely benign
215,806,238.14455947710667,245.32742001785664,7,238.37061526550679,238.14455947710667,0.09149262309074402,Benign
216,807,250.9551551201148,245.32742001785664,-6,245.32742001785664,245.01933626912069,0.11146470904350278,Likely pathogenic
217,808,239.2396189874271,245.32742001785664,6,239.36836548818974,239.2396189874271,0.06584233045577997,Benign/Likely benign
218,809,240.3346925880178,245.32742001785664,5,240.36669435276417,240.3346925880178,0.03165537118911743,Benign/Likely benign
219,810,251.935722007358,245.32742001785664,-7,245.32742001785664,245.00871206721058,0.045209705829620306,Pathogenic
220,811,238.14455947710667,245.32742001785664,7,238.37061526550679,238.14455947710667,0.09149262309074402,Likely benign
221,813,411.9579675029963,410.7065566033125,-1,410.7065566033125,410.97898106090724,-0.12294328212738037,likely benign
222,819,233.9048967465642,234.2256301302696,1,233.63287785241846,233.9048967465642,-0.24622914195060755,likely benign
223,821,147.909486529883,167.4920728590805,20,147.98669652012177,147.909486529883,0.11383593082427976,likely benign
224,822,281.4972249865532,303.77846223674715,23,281.65921532176435,281.4972249865532,-0.16918438673019404,likely benign
225,830,239.31068344321105,239.85200239066037,-1,239.85200239066035,238.77393443789333,1.2733367681503296,likely benign
226,831,331.37714309059083,335.1768390350044,5,331.5279343239963,331.37714309059083,0.0,Benign
227,867,240.51001672033453,241.0994814511505,1,240.7776678975788,240.51001672033453,0.11409812420606619,likely_benign
228,885,336.47245929017663,347.04269790276885,5,342.92510491237044,336.47245929017663,5.525893956422806,Pathogenic
229,886,319.12093770876527,316.12530060857534,-3,316.12530060857534,316.14409190788865,-0.159787155687809,likely benign
230,887,312.41099114343524,316.12530060857534,4,312.1523102745414,312.41099114343524,-0.29366914182901377,likely benign
231,907,268.3119694413617,273.61171915289015,7,268.2106584524736,268.3119694413617,0.0,likely benign
232,908,423.8803614415229,424.6332051670179,1,424.01572608109564,423.88036144152284,0.11137598752975464,Pathogenic
233,909,424.220601413399,424.6332051670179,1,423.87462877389044,424.220601413399,0.12152713537216192,likely_benign
234,910,418.0051341578365,424.6332051670179,1,423.63401048537344,418.00513415783644,5.425233095884323,Pathogenic
235,911,417.5906779561192,424.6332051670179,1,423.6691412841901,417.5906779561192,5.858753927052021,pathogenic
236,949,375.4119126736186,373.3512582567055,-2,373.3512582567055,373.4615158974193,0.0,likely benign
237,950,369.3021962228231,373.3512582567055,5,369.32265641284175,369.3021962228231,0.1020362228155136,likely benign
238,953,185.7916440926492,185.83773531392217,0,185.83773531392217,185.79164409264922,0.02824068069458019,likely benign
239,965,331.21853299066424,329.082986779511,-2,329.082986779511,329.25490606948733,0.0,likely_benign
240,966,331.0399999525398,329.082986779511,-2,329.082986779511,329.28139280341566,-0.08178216218948364,Likely benign
241,967,325.69093978218734,329.082986779511,-1,329.082986779511,324.87166040949523,4.359487369656563,Likely pathogenic
242,968,327.81204199790955,329.082986779511,1,328.0858902409673,327.81204199790955,0.35660338401794434,Likely pathogenic
243,970,345.22122770547867,346.0362338759005,-1,346.0362338759005,344.2391209602356,1.7907463759183884,Likely benign
244,987,91.235477283597,96.1329671740532,-1,96.13296717405319,91.06277541816235,4.649191029369831,Pathogenic
245,991,255.14654975151643,256.5238438528031,1,255.60909643583,255.14654975151643,0.35232949256896984,Likely pathogenic
246,992,285.475709120743,302.64251512940973,5,297.6588743990287,285.475709120743,10.862925797700882,Likely pathogenic
247,993,249.62261221557856,250.66822942346332,1,249.71525868028402,249.62261221557856,0.0,likely benign
248,997,303.54236003026017,300.91127174461144,-3,300.91127174461144,300.8942101226712,-0.11957010626792908,Likely benign
249,998,305.5237248229678,300.91127174461144,-5,300.91127174461144,300.8697459983523,-0.18012753129005432,Likely benign
250,999,296.6388389665226,300.91127174461144,5,296.4645781751897,296.6388389665226,0.0,Likely benign
251,1000,293.8864870230318,300.91127174461144,8,293.4995921489026,293.8864870230318,-0.19046324491500854,Likely benign
252,1001,301.41772203010623,300.91127174461144,0,300.91127174461144,301.41772203010623,-0.5273031890392303,Likely benign
253,1002,296.19517659879057,300.91127174461144,1,299.93187152707833,296.19517659879057,3.8628120315261185,Pathogenic
254,1003,281.9089514812804,300.91127174461144,6,294.9404033955361,281.9089514812804,12.719555035233498,Likely pathogenic
255,1004,286.7653468026547,300.91127174461144,3,297.935964756849,286.7653468026547,10.5251270160079,Pathogenic
256,1005,300.3806167699513,300.91127174461144,-8,300.91127174461144,295.7186684467015,5.51607820391655,Likely pathogenic
257,1006,298.76733106706524,300.91127174461144,-5,300.91127174461144,296.2368335161009,4.643526203930378,pathogenic
258,1007,295.273358160106,300.91127174461144,1,299.9131834443833,295.273358160106,4.825003180885688,Likely pathogenic
259,1008,296.97754737676587,300.91127174461144,1,299.9119625624444,296.97754737676587,3.1520561415818524,pathogenic
260,1009,292.6802555692848,300.91127174461144,2,298.91255103910225,292.6802555692848,6.309308128838893,pathogenic
